As_of_Date,Name,CSS Start Date,CSS Attrition date,Manager,Manager Start Date,Manager End Date,Role,Role Start Date,Role End Date,Status,Quotas_Pts
2023-04-01,Employee 269,2022-12-05,2023-10-02,Manager 22,2023-08-01,2023-08-31,Account Executive,2022-12-05,2023-10-02,Ramping 4,75
2023-04-01,Employee 269,2022-12-05,2023-10-02,Manager 23,2023-09-01,2023-10-02,Account Executive,2022-12-05,2023-10-02,Ramping 4,75
2023-04-01,Employee 27,2022-12-05,2023-05-03,Manager 16,2022-12-06,2023-02-28,Account Executive,2022-12-05,2023-05-03,Ramping 4,75
2023-04-01,Employee 27,2022-12-05,2023-05-03,Manager 17,2023-03-01,2023-04-30,Account Executive,2022-12-05,2023-05-03,Ramping 4,75
2023-04-01,Employee 27,2022-12-05,2023-05-03,Manager 18,2023-05-01,2023-05-03,Account Executive,2022-12-05,2023-05-03,Ramping 4,75
2023-04-01,Employee 270,2022-08-01,2023-06-02,Manager 18,2022-08-02,2023-06-02,Account Executive,2022-08-01,2023-06-02,Ramped,100
2023-04-01,Employee 273,2023-01-03,2023-06-02,Manager 16,2023-01-03,2023-02-28,Account Executive,2023-01-03,2023-06-02,Ramping 3,50
2023-04-01,Employee 273,2023-01-03,2023-06-02,Manager 17,2023-03-01,2023-04-30,Account Executive,2023-01-03,2023-06-02,Ramping 3,50
2023-04-01,Employee 273,2023-01-03,2023-06-02,Manager 18,2023-05-01,2023-06-02,Account Executive,2023-01-03,2023-06-02,Ramping 3,50
2023-04-01,Employee 276,2022-02-28,2022-07-07,Manager 19,2022-05-02,2022-07-07,Account Executive,2022-02-28,2022-07-07,Fired,0
2023-04-01,Employee 276,2022-02-28,2022-07-07,Manager 20,2022-04-01,2022-05-01,Account Executive,2022-02-28,2022-07-07,Fired,0
2023-04-01,Employee 276,2022-02-28,2022-07-07,Manager 40,2022-03-01,2022-03-31,Account Executive,2022-02-28,2022-07-07,Fired,0
2023-04-01,Employee 277,2023-03-27,,Manager 3,2023-03-27,,Account Executive,2023-03-27,2023-12-31,Ramping 1,24
2023-04-01,Employee 277,2023-03-27,,Manager 3,2023-03-27,,Associate Account Executive,2024-01-01,,Ramping 1,24
2023-04-01,Employee 278,2021-08-16,,Manager 2,2022-05-07,,Account Executive,2021-08-16,2023-12-31,Ramped,100
2023-04-01,Employee 278,2021-08-16,,Manager 2,2022-05-07,,Associate Account Executive,2024-01-01,,Ramped,90
2023-04-01,Employee 278,2021-08-16,,Manager 31,2022-01-02,2022-05-06,Account Executive,2021-08-16,2023-12-31,Ramped,100
2023-04-01,Employee 278,2021-08-16,,Manager 31,2022-01-02,2022-05-06,Associate Account Executive,2024-01-01,,Ramped,90
2023-04-01,Employee 279,2022-02-14,,Manager 12,2022-02-15,2023-08-31,Account Executive,2022-02-14,2023-12-31,Ramped,100
2023-04-01,Employee 279,2022-02-14,,Manager 12,2022-02-15,2023-08-31,Associate Account Executive,2024-01-01,,Ramped,90
2023-04-01,Employee 279,2022-02-14,,Manager 42,2023-09-01,2024-04-14,Account Executive,2022-02-14,2023-12-31,Ramped,100
2023-04-01,Employee 279,2022-02-14,,Manager 42,2023-09-01,2024-04-14,Associate Account Executive,2024-01-01,,Ramped,90
2023-04-01,Employee 279,2022-02-14,,Manager 44,2024-04-15,,Account Executive,2022-02-14,2023-12-31,Ramped,100
2023-04-01,Employee 279,2022-02-14,,Manager 44,2024-04-15,,Associate Account Executive,2024-01-01,,Ramped,90
2023-04-01,Employee 28,2022-02-14,2022-04-15,Manager 12,2022-02-15,2022-04-15,Account Executive,2022-02-14,2022-04-15,Fired,0
2023-04-01,Employee 280,2023-01-03,2023-07-31,Manager 21,2023-01-03,2023-03-31,Account Executive,2023-01-03,2023-07-31,Ramping 3,50
2023-04-01,Employee 280,2023-01-03,2023-07-31,Manager 6,2023-04-01,2023-07-31,Account Executive,2023-01-03,2023-07-31,Ramping 3,50
2023-04-01,Employee 281,2021-05-24,2022-08-15,Manager 28,2022-01-02,2022-08-15,Account Executive,2021-05-24,2022-08-15,Fired,0
2023-04-01,Employee 282,2022-05-23,,Manager 10,2023-02-01,2023-10-31,Account Executive,2022-05-23,2023-12-31,Ramped,100
2023-04-01,Employee 282,2022-05-23,,Manager 10,2023-02-01,2023-10-31,Associate Account Executive,2024-01-01,,Ramped,90
2023-04-01,Employee 282,2022-05-23,,Manager 11,2023-11-01,2024-01-31,Account Executive,2022-05-23,2023-12-31,Ramped,100
2023-04-01,Employee 282,2022-05-23,,Manager 11,2023-11-01,2024-01-31,Associate Account Executive,2024-01-01,,Ramped,90
2023-04-01,Employee 282,2022-05-23,,Manager 12,2024-02-01,2024-03-31,Account Executive,2022-05-23,2023-12-31,Ramped,100
2023-04-01,Employee 282,2022-05-23,,Manager 12,2024-02-01,2024-03-31,Associate Account Executive,2024-01-01,,Ramped,90
2023-04-01,Employee 282,2022-05-23,,Manager 13,2024-04-01,,Account Executive,2022-05-23,2023-12-31,Ramped,100
2023-04-01,Employee 282,2022-05-23,,Manager 13,2024-04-01,,Associate Account Executive,2024-01-01,,Ramped,90
2023-04-01,Employee 282,2022-05-23,,Manager 28,2022-05-24,2022-10-31,Account Executive,2022-05-23,2023-12-31,Ramped,100
2023-04-01,Employee 282,2022-05-23,,Manager 28,2022-05-24,2022-10-31,Associate Account Executive,2024-01-01,,Ramped,90
2023-04-01,Employee 282,2022-05-23,,Manager 9,2022-11-01,2023-01-31,Account Executive,2022-05-23,2023-12-31,Ramped,100
2023-04-01,Employee 282,2022-05-23,,Manager 9,2022-11-01,2023-01-31,Associate Account Executive,2024-01-01,,Ramped,90
2023-04-01,Employee 283,2021-08-16,2022-06-30,Manager 18,2022-04-01,2022-06-30,Account Executive,2021-08-16,2022-06-30,Fired,0
2023-04-01,Employee 283,2021-08-16,2022-06-30,Manager 7,2022-01-02,2022-03-31,Account Executive,2021-08-16,2022-06-30,Fired,0
2023-04-01,Employee 284,2022-08-01,2023-01-01,Manager 12,2022-08-02,2022-09-30,Account Executive,2022-08-01,2023-01-01,Fired,0
2023-04-01,Employee 284,2022-08-01,2023-01-01,Manager 9,2022-10-01,2023-01-01,Account Executive,2022-08-01,2023-01-01,Fired,0
2023-04-01,Employee 285,2022-06-20,2022-10-21,Manager 19,2022-06-22,2022-10-21,Account Executive,2022-06-20,2022-10-21,Fired,0
2023-04-01,Employee 285,2022-06-20,2022-10-21,Manager 40,2022-06-21,2022-06-21,Account Executive,2022-06-20,2022-10-21,Fired,0
2023-04-01,Employee 287,2022-05-09,2023-01-04,Manager 12,2022-05-10,2022-09-30,Account Executive,2022-05-09,2023-01-04,Fired,0
2023-04-01,Employee 287,2022-05-09,2023-01-04,Manager 33,2022-10-01,2023-01-04,Account Executive,2022-05-09,2023-01-04,Fired,0
2023-04-01,Employee 289,2022-01-31,2023-11-17,Manager 3,2022-02-01,2022-12-31,Account Executive,2022-01-31,2023-11-17,Ramped,100
2023-04-01,Employee 289,2022-01-31,2023-11-17,Manager 4,2023-01-01,2023-11-17,Account Executive,2022-01-31,2023-11-17,Ramped,100
2023-04-01,Employee 29,2022-03-28,2022-04-07,Manager 14,2022-03-29,2022-04-07,Account Executive,2022-03-28,2022-04-07,Fired,0
2023-04-01,Employee 291,2023-07-05,2023-01-31,Manager 35,2023-07-05,2023-01-31,Account Executive,2023-07-05,2023-12-31,Fired,0
2023-04-01,Employee 291,2023-07-05,2023-01-31,Manager 35,2023-07-05,2023-01-31,Account Executive,2024-01-01,2023-01-31,Fired,0
2023-04-01,Employee 293,2022-05-09,2022-11-01,Manager 28,2022-05-10,2022-10-31,Account Executive,2022-05-09,2022-11-01,Fired,0
2023-04-01,Employee 293,2022-05-09,2022-11-01,Manager 9,2022-11-01,2022-11-01,Account Executive,2022-05-09,2022-11-01,Fired,0
2023-04-01,Employee 295,2022-04-11,2022-05-27,Manager 2,2022-05-07,2022-05-27,Account Executive,2022-04-11,2022-05-27,Fired,0
2023-04-01,Employee 295,2022-04-11,2022-05-27,Manager 31,2022-04-12,2022-05-06,Account Executive,2022-04-11,2022-05-27,Fired,0
2023-04-01,Employee 297,2021-08-02,,Manager 3,2022-01-02,,Account Executive,2021-08-02,2023-12-31,Ramped,100
2023-04-01,Employee 297,2021-08-02,,Manager 3,2022-01-02,,Associate Account Executive,2024-01-01,,Ramped,90
2023-04-01,Employee 299,2021-07-19,2022-02-01,Manager 12,2022-01-02,2022-02-01,Account Executive,2021-07-19,2022-02-01,Fired,0
2023-04-01,Employee 3,2022-01-31,2024-04-17,Manager 3,2022-01-31,2022-12-31,Account Executive,2022-01-31,2023-12-31,Ramped,100
2023-04-01,Employee 3,2022-01-31,2024-04-17,Manager 3,2022-01-31,2022-12-31,Associate Account Executive,2024-01-01,2024-04-17,Ramped,90
2023-04-01,Employee 3,2022-01-31,2024-04-17,Manager 4,2023-01-01,2024-01-31,Account Executive,2022-01-31,2023-12-31,Ramped,100
2023-04-01,Employee 3,2022-01-31,2024-04-17,Manager 4,2023-01-01,2024-01-31,Associate Account Executive,2024-01-01,2024-04-17,Ramped,90
2023-04-01,Employee 3,2022-01-31,2024-04-17,Manager 5,2024-02-01,2024-04-17,Account Executive,2022-01-31,2023-12-31,Ramped,100
2023-04-01,Employee 3,2022-01-31,2024-04-17,Manager 5,2024-02-01,2024-04-17,Associate Account Executive,2024-01-01,2024-04-17,Ramped,90
2023-04-01,Employee 300,2022-02-14,2023-01-06,Manager 19,2022-05-02,2022-10-31,Account Executive,2022-02-14,2023-01-06,Fired,0
2023-04-01,Employee 300,2022-02-14,2023-01-06,Manager 20,2022-02-15,2022-05-01,Account Executive,2022-02-14,2023-01-06,Fired,0
2023-04-01,Employee 300,2022-02-14,2023-01-06,Manager 21,2022-11-01,2023-01-06,Account Executive,2022-02-14,2023-01-06,Fired,0
2023-04-01,Employee 301,2022-06-20,2023-02-16,Manager 14,2022-06-22,2022-06-30,Account Executive,2022-06-20,2023-02-16,Fired,0
2023-04-01,Employee 301,2022-06-20,2023-02-16,Manager 24,2022-07-01,2023-02-16,Account Executive,2022-06-20,2023-02-16,Fired,0
2023-04-01,Employee 301,2022-06-20,2023-02-16,Manager 40,2022-06-21,2022-06-21,Account Executive,2022-06-20,2023-02-16,Fired,0
2023-04-01,Employee 303,2022-08-29,2023-12-29,Manager 3,2022-08-30,2022-09-30,Account Executive,2022-08-29,2023-12-29,Ramped,100
2023-04-01,Employee 303,2022-08-29,2023-12-29,Manager 39,2023-01-01,2023-12-29,Account Executive,2022-08-29,2023-12-29,Ramped,100
2023-04-01,Employee 303,2022-08-29,2023-12-29,Manager 4,2022-10-01,2022-12-31,Account Executive,2022-08-29,2023-12-29,Ramped,100
2023-04-01,Employee 304,2022-09-26,2023-03-15,Manager 15,2023-03-01,2023-03-15,Account Executive,2022-09-26,2023-03-15,Fired,0
2023-04-01,Employee 304,2022-09-26,2023-03-15,Manager 24,2022-09-27,2023-02-28,Account Executive,2022-09-26,2023-03-15,Fired,0
2023-04-01,Employee 306,2022-10-24,2023-02-09,Manager 18,2022-10-25,2022-12-31,Account Executive,2022-10-24,2023-02-09,Fired,0
2023-04-01,Employee 306,2022-10-24,2023-02-09,Manager 7,2023-01-01,2023-02-09,Account Executive,2022-10-24,2023-02-09,Fired,0
2023-04-01,Employee 307,2022-06-20,2022-12-09,Manager 2,2022-06-22,2022-12-09,Account Executive,2022-06-20,2022-12-09,Fired,0
2023-04-01,Employee 307,2022-06-20,2022-12-09,Manager 40,2022-06-21,2022-06-21,Account Executive,2022-06-20,2022-12-09,Fired,0
2023-04-01,Employee 308,2021-10-11,2022-06-02,Manager 18,2022-04-01,2022-06-02,Account Executive,2021-10-11,2022-06-02,Fired,0
2023-04-01,Employee 308,2021-10-11,2022-06-02,Manager 7,2022-01-02,2022-03-31,Account Executive,2021-10-11,2022-06-02,Fired,0
2023-04-01,Employee 309,2023-01-03,2023-06-02,Manager 4,2023-01-03,2023-06-02,Account Executive,2023-01-03,2023-06-02,Ramping 3,50
2023-04-01,Employee 31,2022-01-03,2022-03-09,Manager 12,2022-01-04,2022-03-09,Account Executive,2022-01-03,2022-03-09,Fired,0
2023-04-01,Employee 312,2021-07-19,2022-02-01,Manager 25,2022-01-02,2022-02-01,Account Executive,2021-07-19,2022-02-01,Fired,0
2023-04-01,Employee 313,2022-04-25,2023-06-02,Manager 7,2022-04-26,2023-06-02,Account Executive,2022-04-25,2023-06-02,Ramped,100
2023-04-01,Employee 314,2022-09-26,2022-10-28,Manager 2,2022-09-27,2022-10-28,Account Executive,2022-09-26,2022-10-28,Fired,0
2023-04-01,Employee 315,2021-05-03,2022-01-14,Manager 19,2022-01-02,2022-01-14,Account Executive,2021-05-03,2022-01-14,Fired,0
2023-04-01,Employee 316,2023-03-20,,Manager 19,2023-03-20,,Account Executive,2023-03-20,2023-12-31,Ramping 1,24
2023-04-01,Employee 316,2023-03-20,,Manager 19,2023-03-20,,Account Executive,2024-01-01,,Ramping 1,24
2023-04-01,Employee 317,2021-07-19,2022-06-16,Manager 14,2022-03-01,2022-06-16,Account Executive,2021-07-19,2022-06-16,Fired,0
2023-04-01,Employee 317,2021-07-19,2022-06-16,Manager 32,2022-01-02,2022-02-28,Account Executive,2021-07-19,2022-06-16,Fired,0
2023-04-01,Employee 319,2021-06-21,2022-05-20,Manager 14,2022-03-01,2022-05-20,Account Executive,2021-06-21,2022-05-20,Fired,0
2023-04-01,Employee 319,2021-06-21,2022-05-20,Manager 32,2022-01-02,2022-02-28,Account Executive,2021-06-21,2022-05-20,Fired,0
2023-04-01,Employee 320,2022-06-06,2024-01-01,Manager 19,2022-06-07,2024-01-01,Account Executive,2022-06-06,2023-12-31,Ramped,100
2023-04-01,Employee 320,2022-06-06,2024-01-01,Manager 19,2022-06-07,2024-01-01,Associate Account Executive,2024-01-01,2024-01-01,Ramped,90
2023-04-01,Employee 322,2021-10-25,2023-02-08,Manager 18,2022-04-01,2023-02-08,Account Executive,2021-10-25,2023-02-08,Fired,0
2023-04-01,Employee 322,2021-10-25,2023-02-08,Manager 7,2022-01-02,2022-03-31,Account Executive,2021-10-25,2023-02-08,Fired,0
2023-04-01,Employee 323,2021-08-16,2022-03-21,Manager 12,2022-02-01,2022-03-21,Account Executive,2021-08-16,2022-03-21,Fired,0
2023-04-01,Employee 323,2021-08-16,2022-03-21,Manager 25,2022-01-02,2022-01-31,Account Executive,2021-08-16,2022-03-21,Fired,0
2023-04-01,Employee 328,2022-06-20,2023-06-02,Manager 12,2022-06-22,2022-09-30,Account Executive,2022-06-20,2023-06-02,Ramped,100
2023-04-01,Employee 328,2022-06-20,2023-06-02,Manager 12,2023-03-01,2023-06-02,Account Executive,2022-06-20,2023-06-02,Ramped,100
2023-04-01,Employee 328,2022-06-20,2023-06-02,Manager 33,2022-10-01,2023-02-28,Account Executive,2022-06-20,2023-06-02,Ramped,100
2023-04-01,Employee 328,2022-06-20,2023-06-02,Manager 40,2022-06-21,2022-06-21,Account Executive,2022-06-20,2023-06-02,Ramped,100
2023-04-01,Employee 329,2021-09-27,2022-02-01,Manager 25,2022-01-02,2022-02-01,Account Executive,2021-09-27,2022-02-01,Fired,0
2023-04-01,Employee 33,2023-02-27,2023-08-23,Manager 21,2023-02-27,2023-03-31,Account Executive,2023-02-27,2023-08-23,Ramping 2,24
2023-04-01,Employee 33,2023-02-27,2023-08-23,Manager 6,2023-04-01,2023-08-23,Account Executive,2023-02-27,2023-08-23,Ramping 2,24
2023-04-01,Employee 330,2022-03-28,2023-01-06,Manager 14,2022-03-29,2022-08-31,Account Executive,2022-03-28,2023-01-06,Fired,0
2023-04-01,Employee 330,2022-03-28,2023-01-06,Manager 15,2022-09-01,2023-01-06,Account Executive,2022-03-28,2023-01-06,Fired,0
2023-04-01,Employee 332,2021-10-25,2023-10-02,Manager 18,2022-04-01,2023-07-31,Account Executive,2021-10-25,2023-10-02,Ramped,100
2023-04-01,Employee 332,2021-10-25,2023-10-02,Manager 22,2023-08-01,2023-08-31,Account Executive,2021-10-25,2023-10-02,Ramped,100
2023-04-01,Employee 332,2021-10-25,2023-10-02,Manager 23,2023-09-01,2023-10-02,Account Executive,2021-10-25,2023-10-02,Ramped,100
2023-04-01,Employee 332,2021-10-25,2023-10-02,Manager 7,2022-01-02,2022-03-31,Account Executive,2021-10-25,2023-10-02,Ramped,100
2023-04-01,Employee 335,2022-07-05,2023-04-03,Manager 15,2023-03-01,2023-04-03,Account Executive,2022-07-05,2023-04-03,Ramped,100
2023-04-01,Employee 335,2022-07-05,2023-04-03,Manager 24,2022-07-06,2023-02-28,Account Executive,2022-07-05,2023-04-03,Ramped,100
2023-04-01,Employee 337,2022-04-25,2022-11-01,Manager 12,2022-04-26,2022-09-30,Account Executive,2022-04-25,2022-11-01,Fired,0
2023-04-01,Employee 337,2022-04-25,2022-11-01,Manager 9,2022-10-01,2022-11-01,Account Executive,2022-04-25,2022-11-01,Fired,0
2023-04-01,Employee 339,2023-02-27,,Manager 14,2023-02-27,2023-05-31,Account Executive,2023-02-27,2023-12-31,Ramping 2,24
2023-04-01,Employee 339,2023-02-27,,Manager 14,2023-02-27,2023-05-31,Associate Account Executive,2024-01-01,,Ramping 2,24
2023-04-01,Employee 339,2023-02-27,,Manager 25,2023-06-01,2023-07-31,Account Executive,2023-02-27,2023-12-31,Ramping 2,24
2023-04-01,Employee 339,2023-02-27,,Manager 25,2023-06-01,2023-07-31,Associate Account Executive,2024-01-01,,Ramping 2,24
2023-04-01,Employee 339,2023-02-27,,Manager 26,2023-08-01,,Account Executive,2023-02-27,2023-12-31,Ramping 2,24
2023-04-01,Employee 339,2023-02-27,,Manager 26,2023-08-01,,Associate Account Executive,2024-01-01,,Ramping 2,24
2023-04-01,Employee 342,2022-12-05,2023-04-21,Manager 4,2022-12-06,2023-04-21,Account Executive,2022-12-05,2023-04-21,Ramping 4,75
2023-04-01,Employee 344,2022-10-24,2023-06-28,Manager 1,2022-10-25,2022-10-31,Account Executive,2022-10-24,2023-06-28,Ramped,100
2023-04-01,Employee 344,2022-10-24,2023-06-28,Manager 36,2022-11-01,2023-06-28,Account Executive,2022-10-24,2023-06-28,Ramped,100
2023-04-01,Employee 345,2022-08-01,2023-03-30,Manager 18,2022-08-02,2023-03-30,Account Executive,2022-08-01,2023-03-30,Fired,0
2023-04-01,Employee 346,2022-07-05,2022-10-21,Manager 14,2022-07-06,2022-10-21,Account Executive,2022-07-05,2022-10-21,Fired,0
2023-04-01,Employee 347,2022-06-20,2023-03-01,Manager 40,2022-06-21,2022-06-21,Account Executive,2022-06-20,2023-03-01,Fired,0
2023-04-01,Employee 347,2022-06-20,2023-03-01,Manager 7,2022-06-22,2023-03-01,Account Executive,2022-06-20,2023-03-01,Fired,0
2023-04-01,Employee 348,2022-02-28,2024-03-31,Manager 1,2022-07-01,2023-04-30,Account Executive,2022-02-28,2023-12-31,Ramped,100
2023-04-01,Employee 348,2022-02-28,2024-03-31,Manager 1,2022-07-01,2023-04-30,Associate Account Executive,2024-01-01,2024-03-31,Ramped,90
2023-04-01,Employee 348,2022-02-28,2024-03-31,Manager 2,2022-05-07,2022-06-30,Account Executive,2022-02-28,2023-12-31,Ramped,100
2023-04-01,Employee 348,2022-02-28,2024-03-31,Manager 2,2022-05-07,2022-06-30,Associate Account Executive,2024-01-01,2024-03-31,Ramped,90
2023-04-01,Employee 348,2022-02-28,2024-03-31,Manager 31,2022-03-01,2022-05-06,Account Executive,2022-02-28,2023-12-31,Ramped,100
2023-04-01,Employee 348,2022-02-28,2024-03-31,Manager 31,2022-03-01,2022-05-06,Associate Account Executive,2024-01-01,2024-03-31,Ramped,90
2023-04-01,Employee 348,2022-02-28,2024-03-31,Manager 35,2023-05-01,2024-03-31,Account Executive,2022-02-28,2023-12-31,Ramped,100
2023-04-01,Employee 348,2022-02-28,2024-03-31,Manager 35,2023-05-01,2024-03-31,Associate Account Executive,2024-01-01,2024-03-31,Ramped,90
2023-04-01,Employee 349,2020-08-03,2024-04-30,Manager 12,2022-01-02,2024-03-31,Account Executive,2020-08-03,2023-12-31,Ramped,100
2023-04-01,Employee 349,2020-08-03,2024-04-30,Manager 12,2022-01-02,2024-03-31,Associate Account Executive,2024-01-01,2024-03-31,Ramped,90
2023-04-01,Employee 36,2021-09-27,2024-01-31,Manager 2,2022-05-07,2024-01-31,Account Executive,2021-09-27,2023-12-31,Ramped,100
2023-04-01,Employee 36,2021-09-27,2024-01-31,Manager 2,2022-05-07,2024-01-31,Associate Account Executive,2024-01-01,2024-01-31,Ramped,90
2023-04-01,Employee 36,2021-09-27,2024-01-31,Manager 31,2022-01-02,2022-05-06,Account Executive,2021-09-27,2023-12-31,Ramped,100
2023-04-01,Employee 36,2021-09-27,2024-01-31,Manager 31,2022-01-02,2022-05-06,Associate Account Executive,2024-01-01,2024-01-31,Ramped,90
2023-04-01,Employee 37,2022-09-26,2024-01-05,Manager 2,2022-09-27,2024-01-05,Account Executive,2022-09-26,2023-12-31,Ramped,100
2023-04-01,Employee 37,2022-09-26,2024-01-05,Manager 2,2022-09-27,2024-01-05,Associate Account Executive,2024-01-01,2024-01-05,Ramped,90
2023-04-01,Employee 38,2022-03-14,2024-05-31,Manager 1,2022-07-01,2024-05-31,Account Executive,2022-03-14,2023-12-31,Ramped,100
2023-04-01,Employee 38,2022-03-14,2024-05-31,Manager 1,2022-07-01,2024-05-31,Associate Account Executive,2024-01-01,2024-05-31,Ramped,90
2023-04-01,Employee 38,2022-03-14,2024-05-31,Manager 2,2022-05-07,2022-06-30,Account Executive,2022-03-14,2023-12-31,Ramped,100
2023-04-01,Employee 38,2022-03-14,2024-05-31,Manager 2,2022-05-07,2022-06-30,Associate Account Executive,2024-01-01,2024-05-31,Ramped,90
2023-04-01,Employee 38,2022-03-14,2024-05-31,Manager 31,2022-03-15,2022-05-06,Account Executive,2022-03-14,2023-12-31,Ramped,100
2023-04-01,Employee 38,2022-03-14,2024-05-31,Manager 31,2022-03-15,2022-05-06,Associate Account Executive,2024-01-01,2024-05-31,Ramped,90
2023-04-01,Employee 40,2022-08-01,2023-05-05,Manager 12,2022-08-02,2022-09-30,Account Executive,2022-08-01,2023-05-05,Ramped,100
2023-04-01,Employee 40,2022-08-01,2023-05-05,Manager 9,2022-10-01,2023-05-05,Account Executive,2022-08-01,2023-05-05,Ramped,100
2023-04-01,Employee 43,2021-07-01,2022-01-14,Manager 31,2022-01-02,2022-01-14,Account Executive,2021-07-01,2022-01-14,Fired,0
2023-04-01,Employee 49,2020-05-26,2022-06-07,Manager 14,2022-03-01,2022-06-07,Account Executive,2020-05-26,2022-06-07,Fired,0
2023-04-01,Employee 49,2020-05-26,2022-06-07,Manager 32,2022-01-02,2022-02-28,Account Executive,2020-05-26,2022-06-07,Fired,0
2023-04-01,Employee 5,2022-08-29,2023-09-01,Manager 7,2022-08-29,2023-09-01,Account Executive,2022-08-29,2023-09-01,Ramped,100
2023-04-01,Employee 50,2022-12-05,2023-04-03,Manager 33,2022-12-06,2023-02-28,Account Executive,2022-12-05,2023-04-03,Ramping 4,75
2023-04-01,Employee 50,2022-12-05,2023-04-03,Manager 9,2023-03-01,2023-04-03,Account Executive,2022-12-05,2023-04-03,Ramping 4,75
2023-04-01,Employee 51,2022-03-14,2023-06-02,Manager 14,2022-03-15,2022-06-30,Account Executive,2022-03-14,2023-06-02,Ramped,100
2023-04-01,Employee 51,2022-03-14,2023-06-02,Manager 14,2023-03-01,2023-03-31,Account Executive,2022-03-14,2023-06-02,Ramped,100
